carnet,nombre,carrera,departamento,promedio
EST000442,Estudiante 442,Ingeniería en Sistemas,Sonsonate,9.09
EST000443,Estudiante 443,Contaduría,San Salvador,6.26
EST000444,Estudiante 444,Ingeniería Industrial,San Miguel,5.26
EST000445,Estudiante 445,Ingeniería Industrial,San Miguel,6.85
EST000446,Estudiante 446,Contaduría,San Miguel,7.87
EST000447,Estudiante 447,Arquitectura,Santa Ana,9.2
EST000448,Estudiante 448,Arquitectura,Sonsonate,8.87
EST000449,Estudiante 449,Ingeniería Industrial,Santa Ana,5.77
EST000450,Estudiante 450,Contaduría,Sonsonate,6.14
EST000451,Estudiante 451,Arquitectura,Sonsonate,8.91
EST000452,Estudiante 452,Ingeniería Industrial,Santa Ana,9.75
EST000453,Estudiante 453,Administración,Santa Ana,6.79
EST000454,Estudiante 454,Contaduría,San Salvador,5.68
EST000455,Estudiante 455,Ingeniería Industrial,La Libertad,8.39
EST000456,Estudiante 456,Ingeniería en Sistemas,Santa Ana,9.39
EST000457,Estudiante 457,Arquitectura,La Libertad,8.65
EST000458,Estudiante 458,Contaduría,Sonsonate,9.86
EST000459,Estudiante 459,Arquitectura,Santa Ana,6.59
EST000460,Estudiante 460,Contaduría,San Miguel,9.93
EST000461,Estudiante 461,Arquitectura,San Miguel,7.94
EST000462,Estudiante 462,Ingeniería Industrial,Sonsonate,5.05
EST000463,Estudiante 463,Arquitectura,Sonsonate,9.11
EST000464,Estudiante 464,Arquitectura,La Libertad,9.92
EST000465,Estudiante 465,Ingeniería en Sistemas,Santa Ana,5.9
EST000466,Estudiante 466,Administración,La Libertad,7.36
EST000467,Estudiante 467,Ingeniería Industrial,Santa Ana,5.51
EST000468,Estudiante 468,Administración,Santa Ana,5.74
EST000469,Estudiante 469,Administración,Santa Ana,5.96
EST000470,Estudiante 470,Ingeniería Industrial,La Libertad,9.52
EST000471,Estudiante 471,Ingeniería en Sistemas,La Libertad,8.48
EST000472,Estudiante 472,Administración,Santa Ana,5.51
EST000473,Estudiante 473,Arquitectura,San Miguel,6.56
EST000474,Estudiante 474,Ingeniería Industrial,San Miguel,7.17
EST000475,Estudiante 475,Administración,San Miguel,6.48
EST000476,Estudiante 476,Ingeniería Industrial,Santa Ana,8.69
EST000477,Estudiante 477,Ingeniería Industrial,Sonsonate,7.0
EST000478,Estudiante 478,Contaduría,San Salvador,8.06
EST000479,Estudiante 479,Ingeniería Industrial,San Miguel,6.0
EST000480,Estudiante 480,Contaduría,San Salvador,9.13
EST000481,Estudiante 481,Contaduría,San Miguel,9.41
EST000482,Estudiante 482,Arquitectura,La Libertad,6.4
EST000483,Estudiante 483,Ingeniería en Sistemas,Sonsonate,7.29
EST000484,Estudiante 484,Administración,Sonsonate,8.76
EST000485,Estudiante 485,Contaduría,Sonsonate,8.55
EST000486,Estudiante 486,Arquitectura,Sonsonate,9.7
EST000487,Estudiante 487,Contaduría,Santa Ana,6.87
EST000488,Estudiante 488,Arquitectura,Sonsonate,8.67
EST000489,Estudiante 489,Ingeniería en Sistemas,Sonsonate,5.51
EST000490,Estudiante 490,Contaduría,San Salvador,9.66
EST000491,Estudiante 491,Ingeniería en Sistemas,Sonsonate,6.1
EST000492,Estudiante 492,Ingeniería Industrial,San Miguel,9.13
EST000493,Estudiante 493,Ingeniería en Sistemas,La Libertad,9.49
EST000494,Estudiante 494,Ingeniería en Sistemas,Santa Ana,6.53
EST000495,Estudiante 495,Contaduría,Santa Ana,9.38
EST000496,Estudiante 496,Contaduría,La Libertad,7.6
EST000497,Estudiante 497,Ingeniería Industrial,La Libertad,8.49
EST000498,Estudiante 498,Arquitectura,San Salvador,6.33
EST000499,Estudiante 499,Arquitectura,La Libertad,5.66
EST000500,Estudiante 500,Administración,San Miguel,9.25
EST000501,Estudiante 501,Arquitectura,San Salvador,9.86
EST000502,Estudiante 502,Administración,San Salvador,6.29
EST000503,Estudiante 503,Ingeniería en Sistemas,San Miguel,8.99
EST000504,Estudiante 504,Administración,La Libertad,9.75
EST000505,Estudiante 505,Ingeniería en Sistemas,San Miguel,5.6
EST000506,Estudiante 506,Ingeniería Industrial,San Miguel,7.97
EST000507,Estudiante 507,Contaduría,San Miguel,8.25
EST000508,Estudiante 508,Contaduría,Sonsonate,5.69
EST000509,Estudiante 509,Ingeniería en Sistemas,San Miguel,8.91
EST000510,Estudiante 510,Administración,Sonsonate,6.04
EST000511,Estudiante 511,Ingeniería en Sistemas,La Libertad,8.76
EST000512,Estudiante 512,Arquitectura,Sonsonate,7.9
EST000513,Estudiante 513,Arquitectura,Sonsonate,8.74
EST000514,Estudiante 514,Arquitectura,San Salvador,7.38
EST000515,Estudiante 515,Ingeniería en Sistemas,San Salvador,9.67
EST000516,Estudiante 516,Arquitectura,San Salvador,7.25
EST000517,Estudiante 517,Contaduría,La Libertad,7.62
EST000518,Estudiante 518,Ingeniería Industrial,San Salvador,8.91
EST000519,Estudiante 519,Ingeniería en Sistemas,San Miguel,6.87
EST000520,Estudiante 520,Contaduría,San Salvador,9.22
EST000521,Estudiante 521,Ingeniería Industrial,Santa Ana,9.82
EST000522,Estudiante 522,Ingeniería Industrial,La Libertad,6.73
EST000523,Estudiante 523,Ingeniería en Sistemas,La Libertad,9.33
EST000524,Estudiante 524,Administración,Sonsonate,5.73
EST000525,Estudiante 525,Ingeniería en Sistemas,Sonsonate,6.47
EST000526,Estudiante 526,Ingeniería Industrial,San Salvador,5.96
EST000527,Estudiante 527,Contaduría,Santa Ana,5.17
EST000528,Estudiante 528,Ingeniería en Sistemas,Sonsonate,9.0
EST000529,Estudiante 529,Contaduría,San Salvador,5.43
EST000530,Estudiante 530,Ingeniería Industrial,San Salvador,6.93
EST000531,Estudiante 531,Arquitectura,Santa Ana,9.64
EST000532,Estudiante 532,Ingeniería en Sistemas,Santa Ana,6.87
EST000533,Estudiante 533,Arquitectura,La Libertad,5.52
EST000534,Estudiante 534,Ingeniería Industrial,San Miguel,7.17
EST000535,Estudiante 535,Administración,Santa Ana,7.76
EST000536,Estudiante 536,Contaduría,San Salvador,7.72
EST000537,Estudiante 537,Contaduría,San Salvador,6.89
EST000538,Estudiante 538,Contaduría,La Libertad,8.09
EST000539,Estudiante 539,Ingeniería Industrial,Santa Ana,8.44
EST000540,Estudiante 540,Arquitectura,San Salvador,5.18
EST000541,Estudiante 541,Arquitectura,Sonsonate,8.12
EST000542,Estudiante 542,Administración,Santa Ana,7.62
EST000543,Estudiante 543,Ingeniería Industrial,Sonsonate,9.9
EST000544,Estudiante 544,Administración,La Libertad,7.98
EST000545,Estudiante 545,Contaduría,La Libertad,8.05
EST000546,Estudiante 546,Ingeniería Industrial,San Miguel,5.08
EST000547,Estudiante 547,Contaduría,San Miguel,7.24
EST000548,Estudiante 548,Administración,La Libertad,7.77
EST000549,Estudiante 549,Arquitectura,Sonsonate,6.8
EST000550,Estudiante 550,Ingeniería en Sistemas,San Miguel,8.37
EST000551,Estudiante 551,Arquitectura,San Miguel,7.6
EST000552,Estudiante 552,Administración,Sonsonate,7.56
EST000553,Estudiante 553,Ingeniería en Sistemas,San Salvador,5.25
EST000554,Estudiante 554,Arquitectura,San Miguel,9.18
EST000555,Estudiante 555,Administración,San Miguel,7.44
EST000556,Estudiante 556,Administración,Sonsonate,5.61
EST000557,Estudiante 557,Ingeniería Industrial,La Libertad,9.84
EST000558,Estudiante 558,Arquitectura,Sonsonate,9.16
EST000559,Estudiante 559,Administración,Santa Ana,7.28
EST000560,Estudiante 560,Contaduría,Santa Ana,5.45
EST000561,Estudiante 561,Administración,San Miguel,7.73
EST000562,Estudiante 562,Ingeniería en Sistemas,La Libertad,8.46
EST000563,Estudiante 563,Ingeniería en Sistemas,San Miguel,5.98
EST000564,Estudiante 564,Ingeniería Industrial,San Miguel,6.25
EST000565,Estudiante 565,Contaduría,Santa Ana,6.76
EST000566,Estudiante 566,Ingeniería Industrial,San Salvador,9.89
EST000567,Estudiante 567,Ingeniería en Sistemas,Sonsonate,8.53
EST000568,Estudiante 568,Ingeniería Industrial,La Libertad,5.29
EST000569,Estudiante 569,Administración,Santa Ana,8.55
EST000570,Estudiante 570,Administración,La Libertad,8.53
EST000571,Estudiante 571,Ingeniería Industrial,San Miguel,9.06
EST000572,Estudiante 572,Contaduría,San Salvador,9.35
EST000573,Estudiante 573,Administración,San Salvador,7.8
EST000574,Estudiante 574,Ingeniería Industrial,San Miguel,8.5
EST000575,Estudiante 575,Arquitectura,San Miguel,9.91
EST000576,Estudiante 576,Contaduría,Sonsonate,7.41
EST000577,Estudiante 577,Administración,La Libertad,9.54
EST000578,Estudiante 578,Ingeniería en Sistemas,Santa Ana,8.42
EST000579,Estudiante 579,Contaduría,San Salvador,5.46
EST000580,Estudiante 580,Ingeniería Industrial,Sonsonate,7.25
EST000581,Estudiante 581,Ingeniería en Sistemas,La Libertad,6.25
EST000582,Estudiante 582,Arquitectura,Santa Ana,5.8
EST000583,Estudiante 583,Arquitectura,San Miguel,5.08
EST000584,Estudiante 584,Contaduría,Santa Ana,5.38
EST000585,Estudiante 585,Administración,San Salvador,8.22
EST000586,Estudiante 586,Contaduría,San Salvador,5.0
EST000587,Estudiante 587,Administración,Sonsonate,8.95
EST000588,Estudiante 588,Contaduría,La Libertad,6.59
EST000589,Estudiante 589,Contaduría,La Libertad,8.55
EST000590,Estudiante 590,Ingeniería en Sistemas,Santa Ana,7.88
EST000591,Estudiante 591,Ingeniería Industrial,San Salvador,6.42
EST000592,Estudiante 592,Arquitectura,La Libertad,5.3
EST000593,Estudiante 593,Contaduría,San Salvador,8.07
EST000594,Estudiante 594,Ingeniería en Sistemas,San Salvador,6.56
EST000595,Estudiante 595,Ingeniería Industrial,La Libertad,6.52
EST000596,Estudiante 596,Arquitectura,Santa Ana,7.06
EST000597,Estudiante 597,Ingeniería Industrial,San Salvador,9.8
EST000598,Estudiante 598,Ingeniería Industrial,Santa Ana,5.24
EST000599,Estudiante 599,Contaduría,La Libertad,9.54
EST000600,Estudiante 600,Ingeniería Industrial,San Miguel,8.62
EST000601,Estudiante 601,Ingeniería en Sistemas,Sonsonate,5.41
EST000602,Estudiante 602,Contaduría,Sonsonate,6.21
EST000603,Estudiante 603,Administración,San Salvador,5.31
EST000604,Estudiante 604,Ingeniería en Sistemas,San Salvador,6.23
EST000605,Estudiante 605,Administración,San Salvador,9.23
EST000606,Estudiante 606,Ingeniería en Sistemas,San Miguel,5.92
EST000607,Estudiante 607,Contaduría,Santa Ana,7.97
EST000608,Estudiante 608,Ingeniería Industrial,Sonsonate,6.8
EST000609,Estudiante 609,Administración,Santa Ana,5.31
EST000610,Estudiante 610,Administración,San Miguel,7.39
EST000611,Estudiante 611,Ingeniería Industrial,San Salvador,9.93
EST000612,Estudiante 612,Ingeniería en Sistemas,La Libertad,8.34
EST000613,Estudiante 613,Contaduría,La Libertad,8.51
EST000614,Estudiante 614,Contaduría,San Miguel,9.48
EST000615,Estudiante 615,Contaduría,San Salvador,5.69
EST000616,Estudiante 616,Ingeniería Industrial,Sonsonate,8.02
EST000617,Estudiante 617,Ingeniería Industrial,San Salvador,7.35
EST000618,Estudiante 618,Administración,Sonsonate,8.01
EST000619,Estudiante 619,Arquitectura,San Miguel,7.92
EST000620,Estudiante 620,Ingeniería Industrial,Sonsonate,9.86
EST000621,Estudiante 621,Contaduría,San Salvador,8.72
EST000622,Estudiante 622,Ingeniería Industrial,Sonsonate,6.98
EST000623,Estudiante 623,Ingeniería en Sistemas,Sonsonate,9.42
EST000624,Estudiante 624,Ingeniería en Sistemas,La Libertad,9.29
EST000625,Estudiante 625,Ingeniería Industrial,Santa Ana,7.74
EST000626,Estudiante 626,Contaduría,La Libertad,6.72
EST000627,Estudiante 627,Ingeniería en Sistemas,Sonsonate,5.11
EST000628,Estudiante 628,Administración,San Miguel,9.47
EST000629,Estudiante 629,Contaduría,Santa Ana,7.92
EST000630,Estudiante 630,Contaduría,San Miguel,6.8
EST000631,Estudiante 631,Ingeniería Industrial,Santa Ana,5.74
EST000632,Estudiante 632,Contaduría,San Miguel,9.58
EST000633,Estudiante 633,Ingeniería en Sistemas,La Libertad,6.07
EST000634,Estudiante 634,Ingeniería en Sistemas,San Salvador,5.72
EST000635,Estudiante 635,Ingeniería Industrial,La Libertad,6.85
EST000636,Estudiante 636,Contaduría,San Salvador,7.8
EST000637,Estudiante 637,Administración,San Salvador,6.29
EST000638,Estudiante 638,Arquitectura,Santa Ana,9.42
EST000639,Estudiante 639,Ingeniería Industrial,San Salvador,8.27
EST000640,Estudiante 640,Contaduría,Sonsonate,9.83
EST000641,Estudiante 641,Administración,Santa Ana,8.23
EST000642,Estudiante 642,Ingeniería Industrial,Santa Ana,9.19
EST000643,Estudiante 643,Contaduría,La Libertad,5.29
EST000644,Estudiante 644,Ingeniería en Sistemas,San Miguel,6.24
EST000645,Estudiante 645,Contaduría,Santa Ana,6.86
EST000646,Estudiante 646,Contaduría,Sonsonate,6.64
EST000647,Estudiante 647,Contaduría,Santa Ana,7.31
EST000648,Estudiante 648,Ingeniería en Sistemas,San Salvador,8.52
EST000649,Estudiante 649,Arquitectura,Sonsonate,5.51
EST000650,Estudiante 650,Administración,La Libertad,7.25
EST000651,Estudiante 651,Ingeniería Industrial,La Libertad,9.26
EST000652,Estudiante 652,Administración,San Salvador,7.64
EST000653,Estudiante 653,Arquitectura,La Libertad,6.78
EST000654,Estudiante 654,Ingeniería Industrial,San Miguel,8.67
EST000655,Estudiante 655,Contaduría,San Miguel,6.25
EST000656,Estudiante 656,Administración,San Miguel,9.51
EST000657,Estudiante 657,Ingeniería Industrial,Sonsonate,6.87
EST000658,Estudiante 658,Contaduría,La Libertad,5.47
EST000659,Estudiante 659,Administración,Santa Ana,7.45
EST000660,Estudiante 660,Ingeniería Industrial,La Libertad,9.97
EST000661,Estudiante 661,Contaduría,Sonsonate,6.79
EST000662,Estudiante 662,Administración,San Miguel,7.74
EST000663,Estudiante 663,Arquitectura,San Salvador,9.96
EST000664,Estudiante 664,Administración,Santa Ana,5.53
EST000665,Estudiante 665,Arquitectura,Sonsonate,9.68
EST000666,Estudiante 666,Arquitectura,La Libertad,7.71
EST000667,Estudiante 667,Ingeniería Industrial,La Libertad,6.51
EST000668,Estudiante 668,Ingeniería Industrial,San Miguel,7.44
EST000669,Estudiante 669,Arquitectura,Santa Ana,7.21
EST000670,Estudiante 670,Ingeniería Industrial,Santa Ana,5.02
EST000671,Estudiante 671,Ingeniería en Sistemas,San Miguel,9.37
EST000672,Estudiante 672,Contaduría,La Libertad,8.07
EST000673,Estudiante 673,Ingeniería Industrial,San Miguel,8.32
EST000674,Estudiante 674,Ingeniería Industrial,Sonsonate,7.27
EST000675,Estudiante 675,Arquitectura,Sonsonate,6.55
EST000676,Estudiante 676,Ingeniería Industrial,San Salvador,8.64
EST000677,Estudiante 677,Ingeniería Industrial,Santa Ana,6.21
EST000678,Estudiante 678,Ingeniería en Sistemas,Santa Ana,5.94
EST000679,Estudiante 679,Arquitectura,Santa Ana,7.92
EST000680,Estudiante 680,Arquitectura,San Miguel,9.0
EST000681,Estudiante 681,Ingeniería en Sistemas,La Libertad,9.42
EST000682,Estudiante 682,Administración,La Libertad,6.92
EST000683,Estudiante 683,Contaduría,San Miguel,7.73
EST000684,Estudiante 684,Contaduría,Sonsonate,6.39
EST000685,Estudiante 685,Ingeniería Industrial,La Libertad,6.38
EST000686,Estudiante 686,Contaduría,Santa Ana,9.65
EST000687,Estudiante 687,Administración,Sonsonate,8.3
EST000688,Estudiante 688,Arquitectura,San Miguel,8.18
EST000689,Estudiante 689,Arquitectura,La Libertad,9.38
EST000690,Estudiante 690,Administración,Santa Ana,8.44
EST000691,Estudiante 691,Administración,La Libertad,8.28
EST000692,Estudiante 692,Administración,Santa Ana,8.55
EST000693,Estudiante 693,Contaduría,La Libertad,8.0
EST000694,Estudiante 694,Arquitectura,Sonsonate,8.42
EST000695,Estudiante 695,Contaduría,Sonsonate,6.76
EST000696,Estudiante 696,Administración,San Salvador,5.66
EST000697,Estudiante 697,Contaduría,La Libertad,8.71
EST000698,Estudiante 698,Ingeniería en Sistemas,Santa Ana,6.62
EST000699,Estudiante 699,Ingeniería Industrial,San Salvador,7.32
EST000700,Estudiante 700,Ingeniería en Sistemas,San Salvador,9.51
EST000701,Estudiante 701,Arquitectura,La Libertad,9.8
EST000702,Estudiante 702,Contaduría,San Salvador,7.49
EST000703,Estudiante 703,Contaduría,La Libertad,7.3
EST000704,Estudiante 704,Administración,Santa Ana,5.75
EST000705,Estudiante 705,Administración,Sonsonate,8.98
EST000706,Estudiante 706,Contaduría,La Libertad,9.55
EST000707,Estudiante 707,Administración,San Salvador,8.23
EST000708,Estudiante 708,Contaduría,Santa Ana,5.92
EST000709,Estudiante 709,Ingeniería en Sistemas,San Miguel,9.54
EST000710,Estudiante 710,Contaduría,San Miguel,5.99
EST000711,Estudiante 711,Administración,San Salvador,8.79
EST000712,Estudiante 712,Administración,La Libertad,6.66
EST000713,Estudiante 713,Administración,San Salvador,7.16
EST000714,Estudiante 714,Ingeniería en Sistemas,Santa Ana,5.68
EST000715,Estudiante 715,Ingeniería en Sistemas,La Libertad,8.18
EST000716,Estudiante 716,Ingeniería Industrial,Sonsonate,6.74
EST000717,Estudiante 717,Ingeniería Industrial,Sonsonate,7.28
EST000718,Estudiante 718,Ingeniería en Sistemas,San Miguel,9.48
EST000719,Estudiante 719,Contaduría,San Miguel,6.35
EST000720,Estudiante 720,Contaduría,Sonsonate,6.24
EST000721,Estudiante 721,Arquitectura,Santa Ana,8.34
EST000722,Estudiante 722,Contaduría,Santa Ana,6.9
EST000723,Estudiante 723,Arquitectura,San Salvador,9.85
EST000724,Estudiante 724,Administración,San Salvador,9.19
EST000725,Estudiante 725,Ingeniería Industrial,San Salvador,9.51
EST000726,Estudiante 726,Ingeniería Industrial,San Salvador,9.01
EST000727,Estudiante 727,Ingeniería en Sistemas,San Salvador,5.2
EST000728,Estudiante 728,Administración,San Miguel,6.11
EST000729,Estudiante 729,Administración,San Salvador,6.48
EST000730,Estudiante 730,Contaduría,La Libertad,5.2
EST000731,Estudiante 731,Contaduría,Sonsonate,5.1
EST000732,Estudiante 732,Administración,Santa Ana,8.59
EST000733,Estudiante 733,Administración,Santa Ana,9.83
EST000734,Estudiante 734,Contaduría,Santa Ana,6.6
EST000735,Estudiante 735,Ingeniería Industrial,San Salvador,9.45
EST000736,Estudiante 736,Administración,San Salvador,9.28
EST000737,Estudiante 737,Arquitectura,San Miguel,8.18
EST000738,Estudiante 738,Contaduría,Sonsonate,8.78
EST000739,Estudiante 739,Arquitectura,Sonsonate,8.09
EST000740,Estudiante 740,Ingeniería Industrial,San Salvador,5.07
EST000741,Estudiante 741,Contaduría,La Libertad,6.95
EST000742,Estudiante 742,Contaduría,Santa Ana,6.7
EST000743,Estudiante 743,Contaduría,San Salvador,7.63
EST000744,Estudiante 744,Arquitectura,San Salvador,9.7
EST000745,Estudiante 745,Administración,La Libertad,5.59
EST000746,Estudiante 746,Arquitectura,San Miguel,7.1
EST000747,Estudiante 747,Ingeniería en Sistemas,Santa Ana,5.66
EST000748,Estudiante 748,Arquitectura,La Libertad,6.98
EST000749,Estudiante 749,Contaduría,San Miguel,7.14
EST000750,Estudiante 750,Ingeniería en Sistemas,Sonsonate,6.65
EST000751,Estudiante 751,Contaduría,Sonsonate,8.58
EST000752,Estudiante 752,Contaduría,La Libertad,7.25
EST000753,Estudiante 753,Contaduría,San Miguel,7.1
EST000754,Estudiante 754,Ingeniería en Sistemas,La Libertad,9.25
EST000755,Estudiante 755,Ingeniería Industrial,San Salvador,7.36
EST000756,Estudiante 756,Administración,San Miguel,7.84
EST000757,Estudiante 757,Contaduría,La Libertad,7.37
EST000758,Estudiante 758,Arquitectura,Sonsonate,5.82
EST000759,Estudiante 759,Ingeniería en Sistemas,La Libertad,6.66
EST000760,Estudiante 760,Arquitectura,La Libertad,9.5
EST000761,Estudiante 761,Administración,San Miguel,7.32
EST000762,Estudiante 762,Ingeniería Industrial,San Salvador,8.14
EST000763,Estudiante 763,Arquitectura,San Salvador,9.84
EST000764,Estudiante 764,Arquitectura,La Libertad,5.02
EST000765,Estudiante 765,Ingeniería en Sistemas,La Libertad,8.43
EST000766,Estudiante 766,Ingeniería en Sistemas,San Salvador,9.85
EST000767,Estudiante 767,Ingeniería Industrial,San Salvador,7.67
EST000768,Estudiante 768,Arquitectura,Santa Ana,5.62
EST000769,Estudiante 769,Arquitectura,Sonsonate,6.86
EST000770,Estudiante 770,Ingeniería en Sistemas,San Miguel,6.22
